tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
Friendly,1542735000,Nov 20 2018 - 5:30pm,complete,Antalya Stadyumu,,Turkey,Ukraine,Genc Nuza,,1.67,1.8,1.57,1.67,0,0,0,0,0,0,,,8,5,2,0,2,0,0,2,1,1,12,15,3,6,9,9,21,13,50,50,1.35,1.72
Friendly,1542740400,Nov 20 2018 - 7:00pm,complete,Elbasan Arena,,Albania,Wales,,,0.25,0.5,0.8,0.33,1,0,1,0,0,0,58,,1,9,2,0,4,0,2,0,1,3,7,18,3,4,4,14,21,11,42,58,0.85,1.83
Friendly,1542742200,Nov 20 2018 - 7:30pm,complete,Stadium mk,,Brazil,Cameroon,Michael Oliver,,3,1.5,3,1,1,0,1,1,1,0,45,,7,4,0,0,1,0,0,0,1,0,26,6,8,2,18,4,13,13,61,39,2.56,0.72
Friendly,1542743100,Nov 20 2018 - 7:45pm,complete,Luminus Arena,13500,Italy,USA,CÃ¼neyt Ã‡akÎ¹r,,1,1.2,1.29,1.09,1,0,1,0,0,0,90+4,,5,3,2,0,3,0,1,1,3,0,18,6,7,3,11,3,17,20,67,33,2.16,0.71
UEFA Nations League,1542743100,Nov 20 2018 - 7:45pm,complete,EstÃ¡dio Dom Afonso Henriques,29917,Portugal,Poland,Sergey Karasev,6,2.33,0.33,2.33,0.5,1,1,2,1,1,0,33,66,5,5,2,1,3,0,0,3,2,1,3,9,2,3,1,6,10,12,51,49,0.71,0.94
UEFA Nations League,1542743100,Nov 20 2018 - 7:45pm,complete,Friends Arena,,Sweden,Russia,BenoÃ®t Bastien,6,1.33,2.33,1.75,1.75,2,0,2,1,1,0,41;72,,4,0,0,0,1,0,0,0,1,0,12,7,6,4,6,3,10,7,61,39,1.8,0.97
UEFA Nations League,1542743100,Nov 20 2018 - 7:45pm,complete,Hampden Park,,Scotland,Israel,Tobias Welz,6,2,2,2.25,1.5,3,2,5,3,2,1,34;43;64,9;75,5,8,2,0,3,0,1,1,0,3,10,6,5,4,5,2,7,12,47,53,1.52,0.95
UEFA Nations League,1542743100,Nov 20 2018 - 7:45pm,complete,Stadion Partizana,,Serbia,Lithuania,Kristo Tohver,6,2.2,0,2.33,0,4,1,5,0,0,0,51;58;71;74,64,6,2,0,0,1,0,0,0,0,1,11,7,6,5,5,2,5,8,73,27,1.6,0.91
UEFA Nations League,1542743100,Nov 20 2018 - 7:45pm,complete,Stadion Pod Goricom,,Montenegro,Romania,Felix Zwayer,6,1.4,1.8,1.17,2,0,1,1,1,0,1,,44,4,7,6,0,3,0,3,3,1,2,6,14,2,8,4,6,12,21,51,49,0.85,1.79
UEFA Nations League,1542743100,Nov 20 2018 - 7:45pm,complete,Stadiumi Fadil Vokrri,,Kosovo,Azerbaijan,BenoÃ®t Millot,6,2.2,1.8,2.33,1.5,4,0,4,1,1,0,2;50;61;76,,2,5,1,0,3,0,0,1,2,1,11,8,6,3,5,5,,,50,50,1.48,1.16
UEFA Nations League,1542743100,Nov 20 2018 - 7:45pm,complete,Ta'Qali National Stadium,,Malta,Faroe Islands,Vitaly Meshkov,6,0.4,0.8,0.5,0.83,1,1,2,2,1,1,4,3,1,1,3,0,3,0,0,3,2,1,7,6,6,2,1,4,13,16,40,60,1.01,0.79
Friendly,1542744000,Nov 20 2018 - 8:00pm,complete,Stade de France,,France,Uruguay,Damir Skomina,,1.83,1.2,2,1,1,0,1,0,0,0,52,,2,2,1,0,2,0,0,1,0,2,15,6,6,5,9,1,17,17,44,56,1.65,1
Friendly,1542758400,Nov 21 2018 - 12:00am,complete,Estadio Malvinas Argentinas (Mendoza- Provincia de Mendoza),,Argentina,Mexico,AndrÃ©s JosÃ© Rojas Noguera,,2,1.18,2.11,1.08,2,0,2,1,1,0,2;87,,6,2,3,0,2,0,2,1,0,2,8,9,4,3,4,6,18,9,47,53,1.17,1.14
Friendly,1542759300,Nov 21 2018 - 12:15am,complete,Estadio Municipal Bicentenario GermÃ¡n Becker,,Chile,Honduras,Michael Espinoza,,1.33,1,1.5,0.8,4,1,5,3,2,1,8;35;61;84,40,5,3,2,0,2,0,1,1,1,1,24,17,10,7,14,10,14,16,61,39,2.89,1.94
Friendly,1542760200,Nov 21 2018 - 12:30am,complete,Estadio de la Universidad Nacional San AgustÃ­n,,Peru,Costa Rica,Carlos AnÃ­bal Orbe Ruiz,,1.7,0.9,1.55,1.09,2,3,5,2,1,1,20;73,41;54;77,10,2,2,0,3,0,0,2,0,3,14,8,9,5,5,3,17,14,50,50,2.19,1.17
Friendly,1542762000,Nov 21 2018 - 1:00am,complete,Estadio Rommel FernÃ¡ndez GutiÃ©rrez,12000,Panama,Ecuador,Armando Villarreal,,0.56,2,0.5,2.17,1,2,3,0,0,0,84,57;88,4,1,2,0,0,0,1,1,0,0,4,5,2,3,2,2,8,17,51,49,0.95,0.92
Friendly,1542762000,Nov 21 2018 - 1:00am,complete,Estadio CuscatlÃ¡n,,El Salvador,Haiti,Walter Alexander LÃ³pez Castellanos,,1.5,0,2,0,1,0,1,1,1,0,29,,6,4,1,0,4,0,0,1,1,3,,,,,,,13,17,48,52,,
Friendly,1544711400,Dec 13 2018 - 2:30pm,complete,Sultan Qaboos Sport Complex,,Oman,Tajikistan,,,1.33,0,1.67,0,2,1,3,0,0,0,76;77,90,4,3,0,0,1,0,0,0,1,0,17,7,9,4,8,3,,,50,50,2.21,1.17
Friendly,1544970600,Dec 16 2018 - 2:30pm,complete,Sultan Qaboos Sport Complex,,Oman,Tajikistan,,,1.57,0,1.67,0,1,0,1,0,0,0,58,,6,5,1,0,1,0,0,1,0,1,14,5,5,3,9,2,1,0,50,50,1.72,0.85
Friendly,1545318000,Dec 20 2018 - 3:00pm,complete,StÄd al-Bahrayn al-WatanÄ« (Bahrain National Stadium) (Riffa),,Bahrain,Tajikistan,,,1,0,1.29,0,5,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1545580800,Dec 23 2018 - 4:00pm,complete,Khalifa International Stadium,,Qatar,Jordan,,,2.13,1.5,2.22,1.33,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1545651300,Dec 24 2018 - 11:35am,complete,Suheim Bin Hamad Stadium (Qatar SC Stadium) (ad-DÅha (Doha)),,Iraq,China,,,1.22,1.71,1.55,1.5,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1545660000,Dec 24 2018 - 2:00pm,complete,Abdullah bin Nasser bin Khalifa Stadium,,Palestine,Iran,,,0.88,2.2,0.8,2.09,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1545739200,Dec 25 2018 - 12:00pm,complete,SÃ¢n váº­n Ä‘á»™ng quá»‘c gia Má»¹ ÄÃ¬nh (My Dinh National Stadium) (HÃ  Ná»™i (Hanoi)),,Vietnam,North Korea,,,0,0,2,0.5,1,1,2,0,0,0,55,82,2,2,0,0,1,0,0,0,0,1,8,5,4,2,4,3,,,50,50,1.25,0.9
Friendly,1545919200,Dec 27 2018 - 2:00pm,complete,Bani Yas Stadium (AbÅ« áº“abÄ« (Abu Dhabi)),,Oman,India,,,1.75,0.5,1.67,0.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1546005600,Dec 28 2018 - 2:00pm,complete,Suheim Bin Hamad Stadium (Qatar SC Stadium) (ad-DÅha (Doha)),,Iraq,Palestine,,,1.4,0.89,1.55,0.8,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1546268400,Dec 31 2018 - 3:00pm,complete,Grand Hamad Stadium (Al-Arabi Stadium) (ad-DÅha (Doha)),,Philippines,Vietnam,,,1.67,1,1.25,2,2,4,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1546272000,Dec 31 2018 - 4:00pm,complete,Baniyas Stadium (AbÅ« áº“abÄ« (Abu Dhabi)),,South Korea,Saudi Arabia,Adel Al Naqbi,,1.53,1.14,1.5,1.13,0,0,0,0,0,0,,,2,6,0,0,1,0,0,0,0,1,5,5,2,3,3,2,19,7,49,51,0.74,0.76
Friendly,1548637200,Jan 28 2019 - 1:00am,complete,State Farm Stadium (Glendale- Arizona),9040,USA,Panama,,,0,0,1.38,0.25,3,0,3,1,1,0,40;80;89,,8,2,0,0,0,0,0,0,0,0,16,7,7,4,9,3,13,3,61,39,2.09,1.03
Friendly,1549139400,Feb 02 2019 - 8:30pm,complete,Avaya Stadium,13656,USA,Costa Rica,,,3,0,1.38,0.6,2,0,2,0,0,0,80;88,,7,3,1,0,1,0,0,1,0,1,13,7,7,2,6,5,16,17,54,46,1.72,0.78
Friendly,1550757600,Feb 21 2019 - 2:00pm,complete,Titanic Sports Center - Field 1 (Belek),,Kazakhstan,Moldova,,,0,0,3,0,1,0,1,0,0,0,61,,5,2,,,,,,,,,7,8,3,0,4,8,,,50,50,0.85,0.67
Friendly,1551294000,Feb 27 2019 - 7:00pm,complete,Estadio Pedro Marrero (La Habana),,Cuba,Bermuda,,,0,0,2.33,1.33,5,0,5,3,3,0,20;38;45+1;82;90+6,,7,1,1,0,1,0,0,1,1,0,16,2,10,2,6,0,,,50,50,2.19,0.43
Friendly,1551646800,Mar 03 2019 - 9:00pm,complete,Estadio Bicentenario de Villa Tunari (Villa Tunari),,Bolivia,Nicaragua,,,0,0,0.57,0.5,2,2,4,3,1,2,39;59,28;37,3,1,2,0,5,0,0,2,4,1,9,10,4,4,5,6,,,50,50,1.48,1.25
Friendly,1551929400,Mar 07 2019 - 3:30am,complete,Banc of California Stadium,,El Salvador,Guatemala,,,0,0,2.25,1.4,3,1,4,2,2,0,2;32;67,79,3,5,0,0,2,0,0,0,1,1,10,7,6,5,4,2,,,50,50,1.26,1.08
Friendly,1552131000,Mar 09 2019 - 11:30am,complete,Phnom Penh National Olympic Stadium,,Cambodia,Bangladesh,,,0,0,0.5,3,0,1,1,0,0,0,,83,2,8,1,0,1,0,0,1,0,1,5,13,2,6,3,7,12,10,50,50,0.69,1.51
Friendly,1552777200,Mar 16 2019 - 11:00pm,complete,,,Bahamas,Turks and Caicos Islands,,,0,0,3,0,6,1,7,3,3,0,1;8;40;62;77;86,80,,,0,0,1,0,0,0,0,1,,,,,,,,,,,,
Friendly,1552885200,Mar 18 2019 - 5:00am,complete,Lawson Tama Stadium (Honiara),,Solomon Islands,Vanuatu,,,0,0,2,0.33,3,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1552894200,Mar 18 2019 - 7:30am,complete,ANZ Stadium,,Fiji,New Caledonia,,,0,0,2,0,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1552995000,Mar 19 2019 - 11:30am,complete,Thuwanna YTC Stadium,,Myanmar,Taiwan,,,0,0,1.75,1.25,0,0,0,0,0,0,,,8,9,,,,,,,,,8,14,0,2,8,12,,,50,50,0.69,1.33
Friendly,1553094000,Mar 20 2019 - 3:00pm,complete,Basra Sport City Stadium,,Iraq,Syria,,,0,0,1.75,0.8,1,0,1,0,0,0,76,,4,4,1,0,2,0,0,1,1,1,12,8,6,4,6,4,,,50,50,1.71,1.17
Friendly,1553111100,Mar 20 2019 - 7:45pm,complete,Racecourse Ground (Wrexham (Wrecsam)),10326,Wales,Trinidad and Tobago,,,0,0,3,0.57,1,0,1,0,0,0,90+2,,8,0,1,0,1,0,0,1,1,0,21,4,7,3,14,1,8,12,71,29,2.34,0.56
Friendly,1553111100,Mar 20 2019 - 7:45pm,complete,VOLKSWAGEN ARENA,26101,Germany,Serbia,,,0,0,1,2,1,1,2,1,0,1,69,12,7,4,0,0,0,1,0,0,0,1,24,8,10,2,14,6,6,11,58,42,2.96,0.9
Friendly,1553175900,Mar 21 2019 - 1:45pm,complete,Al-Nahyan Stadium,750,UAE,Saudi Arabia,,,0,0,2.5,1.25,2,1,3,1,0,1,54;63,18,5,8,0,0,1,0,0,0,0,1,9,12,8,6,1,6,21,19,50,50,1.6,1.84
UEFA Euro Qualifiers,1553180400,Mar 21 2019 - 3:00pm,complete,Astana Arena,,Kazakhstan,Scotland,,1,0,0,1,1.42,3,0,3,2,2,0,6;10;51,,1,3,2,0,1,0,1,1,0,1,11,10,7,3,4,7,13,7,37,63,1.35,1.34
Friendly,1553182200,Mar 21 2019 - 3:30pm,complete,Al Ahmadi Stadium,,Kuwait,Nepal,,,0,0,1,0.5,0,0,0,0,0,0,,,11,2,,,,,,,,,22,5,7,2,15,3,,,50,50,2.74,0.74
UEFA Euro Qualifiers,1553187600,Mar 21 2019 - 5:00pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),,Cyprus,San Marino,,1,0,0,1,0,5,0,5,4,4,0,19;23;26;31;56,,12,0,0,0,4,0,0,0,3,1,30,3,12,2,18,1,8,8,76,24,3.68,0.48
Friendly,1553191200,Mar 21 2019 - 6:00pm,complete,Stadiumi Fadil Vokrri,,Kosovo,Denmark,,,0,0,2,2,2,2,4,1,1,0,42;66,63;90+1,5,3,1,0,2,0,0,1,0,2,7,6,5,4,2,2,12,12,42,58,1,0.96
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,Windsor Park,,Northern Ireland,Estonia,,1,0,0,1.4,0.13,2,0,2,0,0,0,56;75,,6,3,0,0,1,0,0,0,1,0,20,6,8,3,12,3,9,12,61,39,2.35,0.75
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,Stadion Feijenoord,,Netherlands,Belarus,,1,0,0,2.38,0.44,4,0,4,2,2,0,1;21;55;86,,3,5,1,0,2,0,1,0,2,0,10,9,6,2,4,7,14,9,60,40,1.42,0.97
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,City Arena Trnava,,Slovakia,Hungary,,1,0,0,1.7,1.8,2,0,2,1,1,0,42;84,,4,8,4,0,3,0,1,3,1,2,13,19,8,7,5,12,17,10,52,48,1.77,1.94
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,Stadion Maksimir,,Croatia,Azerbaijan,,1,0,0,2.13,0.13,2,1,3,2,1,1,44;79,19,13,2,0,0,1,0,0,0,0,1,25,8,10,3,15,5,8,10,72,28,3,0.83
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,Sammy Ofer Stadium,,Israel,Slovenia,,1,0,0,1.09,1.4,1,1,2,0,0,0,55,48,4,8,3,0,1,0,1,2,0,1,8,18,5,7,3,11,12,10,53,47,1.16,1.88
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,Telekom Arena (Skopje),,North Macedonia,Latvia,,1,0,0,1.67,0.3,3,1,4,2,2,0,11;29;90+3,87,12,1,0,0,1,1,0,0,0,2,25,9,9,4,16,5,9,20,63,37,2.7,1.05
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,Ernst-Happel-Stadion,,Austria,Poland,,1,0,0,1.9,2.5,0,1,1,0,0,0,,68,7,7,2,0,1,0,0,2,0,1,18,10,4,5,14,5,7,17,56,44,1.87,1.35
UEFA Euro Qualifiers,1553197500,Mar 21 2019 - 7:45pm,complete,Stade Roi Baudouin,,Belgium,Russia,,1,0,0,3,2.4,3,1,4,3,2,1,14;45;88,16,8,2,1,0,1,1,0,1,1,1,13,5,5,3,8,2,10,12,60,40,1.54,0.73
Friendly,1553212800,Mar 22 2019 - 12:00am,complete,Orlando City Stadium,17422,USA,Ecuador,,,3,0,1.38,1.22,1,0,1,0,0,0,81,,6,1,1,0,1,0,0,1,0,1,6,2,3,0,3,2,8,12,58,42,1.4,0.48
Friendly,1553250000,Mar 22 2019 - 10:20am,complete,Nissan Stadium,63302,Japan,Colombia,,,0,0,1.67,1.8,0,1,1,0,0,0,,64,8,2,1,0,0,0,0,1,0,0,9,5,0,2,9,3,16,14,45,55,1.06,0.89
Friendly,1553252400,Mar 22 2019 - 11:00am,complete,Ulsan Munsu Football Stadium,41117,South Korea,Bolivia,Khamis Al Marri,,0,1,1.83,0.57,1,0,1,0,0,0,86,,9,3,2,0,1,0,0,2,0,1,19,4,6,2,13,2,,,50,50,2.28,0.61
UEFA Euro Qualifiers,1553274000,Mar 22 2019 - 5:00pm,complete,Stadion Vasil Levski,,Bulgaria,Montenegro,,1,0,0,0.67,0.38,1,1,2,0,0,0,82,50,6,4,2,0,4,0,1,1,2,2,16,9,4,5,12,4,14,20,61,39,1.71,1.06
UEFA Euro Qualifiers,1553283900,Mar 22 2019 - 7:45pm,complete,Wembley Stadium,82575,England,Czech Republic,,1,0,0,2.63,1.88,5,0,5,2,2,0,24;45+2;62;68;84,,3,2,0,0,2,0,0,0,1,1,14,8,9,3,5,5,8,10,64,36,2.06,0.87
UEFA Euro Qualifiers,1553283900,Mar 22 2019 - 7:45pm,complete,EstÃ¡dio do Sport Lisboa e Benfica (da Luz) (Lisboa),,Portugal,Ukraine,,1,0,0,2.13,2.5,0,0,0,0,0,0,,,18,2,0,0,1,0,0,0,0,1,18,7,9,2,9,5,9,14,58,42,2.51,0.82
UEFA Euro Qualifiers,1553283900,Mar 22 2019 - 7:45pm,complete,Stade Josy Barthel,,Luxembourg,Lithuania,,1,0,0,0.5,0.13,2,1,3,2,1,1,45;55,14,6,5,3,0,2,0,1,2,1,1,26,12,8,7,18,5,11,8,58,42,2.62,1.42
UEFA Euro Qualifiers,1553283900,Mar 22 2019 - 7:45pm,complete,Stadionul Zimbru,,Moldova,France,,1,0,0,0.3,2.5,1,4,5,3,0,3,89,24;27;36;87,2,4,2,0,2,0,0,2,1,1,5,19,2,11,3,8,9,10,27,73,0.56,2.61
UEFA Euro Qualifiers,1553283900,Mar 22 2019 - 7:45pm,complete,Estadi Nacional,,Andorra,Iceland,,1,0,0,0.4,1.83,0,2,2,1,0,1,,22;80,7,4,4,0,0,0,2,2,0,0,6,12,4,5,2,7,20,10,33,67,1.03,1.65
UEFA Euro Qualifiers,1553283900,Mar 22 2019 - 7:45pm,complete,Stadiumi Loro BoriÃ§i,,Albania,Turkey,,1,0,0,1.3,2.3,0,2,2,1,0,1,,21;55,2,1,3,0,2,0,2,1,1,1,15,4,5,3,10,1,20,18,57,43,1.67,0.63
Friendly,1553284800,Mar 22 2019 - 8:00pm,complete,Estadio Wanda Metropolitano,,Argentina,Venezuela,,,0,0,2,2.13,1,3,4,2,0,2,59,6;44;75,9,2,2,0,6,0,1,1,1,5,12,9,5,5,7,4,15,18,61,39,1.53,1.11
Friendly,1553299200,Mar 23 2019 - 12:00am,complete,Red Bull Arena,,Peru,Paraguay,,,0,0,1.11,1.2,1,0,1,1,1,0,4,,6,8,2,0,0,0,0,2,0,0,13,14,5,3,8,11,15,18,48,52,1.47,1.42
Friendly,1553302800,Mar 23 2019 - 1:00am,complete,Estadio Nacional Mateo Flores,14215,Guatemala,Costa Rica,,,0,0,1.4,0.6,1,0,1,1,1,0,31,,0,5,2,0,1,0,1,1,1,0,,,,,,,19,20,32,68,,
Friendly,1553307300,Mar 23 2019 - 2:15am,complete,San Diego County Credit Union Stadium (San Diego- California),49617,Mexico,Chile,,,0,0,2.57,1.29,3,1,4,0,0,0,52;64;65,69,4,4,3,0,2,0,2,1,0,2,10,12,4,3,6,9,14,13,46,54,1.17,1.3
UEFA Euro Qualifiers,1553349600,Mar 23 2019 - 2:00pm,complete,Boris Paichadze Dinamo Arena,,Georgia,Switzerland,,1,0,0,1.1,2.13,0,2,2,0,0,0,,56;80,2,9,3,0,1,0,0,3,0,1,7,25,2,8,5,17,15,7,36,64,0.75,2.62
Friendly,1553353200,Mar 23 2019 - 3:00pm,complete,Basra Sport City Stadium,,Jordan,Syria,,,0,0,1,0.8,0,1,1,0,0,0,,86,3,4,2,0,0,0,0,2,0,0,6,9,4,3,2,6,10,12,50,50,1.17,1.12
Friendly,1553360400,Mar 23 2019 - 5:00pm,complete,EstÃ¡dio Do DragÃ£o,,Brazil,Panama,,,0,0,1.6,0.25,1,1,2,2,1,1,32,36,12,1,1,0,2,0,1,0,1,1,18,7,5,3,13,4,12,20,71,29,2.39,0.9
UEFA Euro Qualifiers,1553360400,Mar 23 2019 - 5:00pm,complete,Victoria Stadium,,Gibraltar,Republic of Ireland,,1,0,0,0,1.56,0,1,1,0,0,0,,49,3,8,2,0,2,0,1,1,1,1,11,16,4,4,7,12,12,12,38,62,1.15,1.79
UEFA Euro Qualifiers,1553360400,Mar 23 2019 - 5:00pm,complete,Friends Arena,,Sweden,Romania,,1,0,0,2.1,1.27,2,1,3,2,2,0,33;40,58,3,3,2,0,3,0,0,2,0,3,18,14,7,6,11,8,15,18,53,47,2.07,1.67
UEFA Euro Qualifiers,1553360400,Mar 23 2019 - 5:00pm,complete,Ta'Qali National Stadium,,Malta,Faroe Islands,,1,0,0,0.3,0.3,2,1,3,1,1,0,13;77,90+8,3,7,3,1,4,0,1,3,1,3,10,11,3,5,7,6,12,12,37,63,0.97,1.48
UEFA Euro Qualifiers,1553370300,Mar 23 2019 - 7:45pm,complete,Estadio de Mestalla,,Spain,Norway,,1,0,0,2.6,1.55,2,1,3,1,1,0,16;71,65,9,5,2,0,4,0,0,2,1,3,28,7,12,3,16,4,10,22,67,33,3.23,0.95
UEFA Euro Qualifiers,1553370300,Mar 23 2019 - 7:45pm,complete,Rheinpark Stadion,,Liechtenstein,Greece,,1,0,0,0.2,1.4,0,2,2,1,0,1,,45+1;80,2,11,0,0,1,0,0,0,0,1,5,32,0,12,5,20,9,7,28,72,0.4,3.53
UEFA Euro Qualifiers,1553370300,Mar 23 2019 - 7:45pm,complete,Dacia Arena,,Italy,Finland,,1,0,0,3,1.8,2,0,2,1,1,0,7;74,,5,0,2,0,1,0,0,2,0,1,12,10,4,2,8,8,11,13,53,47,1.42,1.07
UEFA Euro Qualifiers,1553370300,Mar 23 2019 - 7:45pm,complete,Stadion Grbavica,,Bosnia-Herzegovina,Armenia,,1,0,0,1.27,1,2,1,3,1,1,0,33;80,90+3,10,2,1,0,0,0,1,0,0,0,21,8,7,3,14,5,9,10,64,36,2.17,0.94
Friendly,1553396400,Mar 24 2019 - 3:00am,complete,Churchill Park,,Fiji,Mauritius,,,3,0,2,0,1,0,1,0,0,0,59,,3,3,2,0,4,1,0,2,1,4,13,15,7,6,6,9,,,47,53,1.63,1.6
Friendly,1553421600,Mar 24 2019 - 10:00am,complete,Taipei Municipal Stadium,,Taiwan,Solomon Islands,,,1,3,1.25,2,0,1,1,1,0,1,,41,8,6,0,0,0,0,0,0,0,0,11,10,6,7,5,3,11,10,51,49,1.61,1.51
UEFA Euro Qualifiers,1553436000,Mar 24 2019 - 2:00pm,complete,Cardiff City Stadium,,Wales,Slovakia,,2,0,3,1.75,1.7,1,0,1,1,1,0,5,,4,3,2,0,7,0,0,2,3,4,15,15,5,6,10,9,10,18,52,48,1.69,1.67
UEFA Euro Qualifiers,1553436000,Mar 24 2019 - 2:00pm,complete,Astana Arena,,Kazakhstan,Russia,,2,3,0,1,2.4,0,4,4,2,0,2,,19;45+2;52;62,2,9,4,0,1,0,0,4,0,1,10,19,3,9,7,10,12,11,39,61,1,2.29
UEFA Euro Qualifiers,1553446800,Mar 24 2019 - 5:00pm,complete,Groupama ArÃ©na,,Hungary,Croatia,,2,0,3,1.8,2.13,2,1,3,2,1,1,34;76,13,3,6,1,0,1,0,0,1,0,1,15,11,8,3,7,8,10,12,39,61,1.83,1.22
UEFA Euro Qualifiers,1553446800,Mar 24 2019 - 5:00pm,complete,Sammy Ofer Stadium,,Israel,Austria,,2,1,0,1.09,1.9,4,2,6,3,2,1,34;45;55;66,8;75,0,7,3,0,5,0,1,2,1,4,13,20,5,8,8,12,18,15,41,59,1.34,2.21
UEFA Euro Qualifiers,1553446800,Mar 24 2019 - 5:00pm,complete,Stadio Olimpico di Serravalle,,San Marino,Scotland,,2,0,0,0,1.42,0,2,2,1,0,1,,4;74,0,10,1,0,1,0,0,1,0,1,4,25,0,9,4,16,10,13,20,80,0.38,3.01
UEFA Euro Qualifiers,1553456700,Mar 24 2019 - 7:45pm,complete,Windsor Park,,Northern Ireland,Belarus,,2,3,0,1.4,0.44,2,1,3,2,1,1,30;87,33,8,3,0,0,1,0,0,0,0,1,18,7,7,3,11,4,8,13,54,46,2.19,0.89
UEFA Euro Qualifiers,1553456700,Mar 24 2019 - 7:45pm,complete,Johan Cruijff Arena,51694,Netherlands,Germany,,2,3,0,2.38,2.63,2,3,5,2,0,2,48;63,15;34;90,9,1,1,0,0,0,1,0,0,0,17,12,6,8,11,4,15,10,53,47,1.82,1.52
UEFA Euro Qualifiers,1553456700,Mar 24 2019 - 7:45pm,complete,Stadion StoÅ¾ice,,Slovenia,North Macedonia,,2,1,3,1.4,1.67,1,1,2,1,1,0,34,47,3,2,2,0,4,0,1,1,4,0,16,9,8,3,8,6,15,19,56,44,1.91,1.11
UEFA Euro Qualifiers,1553456700,Mar 24 2019 - 7:45pm,complete,Stadion Narodowy,,Poland,Latvia,,2,3,0,2.5,0.3,2,0,2,0,0,0,76;84,,14,2,2,0,3,0,1,1,1,2,23,16,8,7,15,9,12,17,69,31,2.67,1.61
UEFA Euro Qualifiers,1553456700,Mar 24 2019 - 7:45pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),,Cyprus,Belgium,,2,3,3,1,3,0,2,2,2,0,2,,10;18,0,4,0,0,0,0,0,0,0,0,8,13,2,7,6,6,7,18,45,55,0.82,1.73
Friendly,1553513400,Mar 25 2019 - 11:30am,complete,Mandalar Thiri Stadium (Mandalay),,Myanmar,Indonesia,,,1,0,1.75,2,0,2,2,1,0,1,,41;85,6,3,2,0,0,0,0,2,0,0,6,9,2,6,4,3,,,50,50,0.7,1.16
Friendly,1553522400,Mar 25 2019 - 2:00pm,complete,Bakcell Arena,,Azerbaijan,Lithuania,,,0,0,2,2,0,0,0,0,0,0,,,6,4,2,0,3,0,0,2,1,2,15,8,8,5,7,3,18,21,55,45,1.99,1.2
Friendly,1553528700,Mar 25 2019 - 3:45pm,complete,King Fahd International Stadium,,Saudi Arabia,Equatorial Guinea,,,0,0,1.25,0.67,3,2,5,3,2,1,4;13;57,32;71,5,5,3,0,0,0,1,2,0,0,10,11,6,7,4,4,,,50,50,1.47,1.77
UEFA Euro Qualifiers,1553533200,Mar 25 2019 - 5:00pm,complete,Yeni EskiÅŸehir Stadyumu,29456,Turkey,Moldova,,2,3,0,2.3,0.3,4,0,4,2,2,0,24;26;53;70,,6,3,0,0,2,0,0,0,0,2,21,6,11,0,10,6,9,15,60,40,2.45,0.49
UEFA Euro Qualifiers,1553543100,Mar 25 2019 - 7:45pm,complete,Stadion Pod Goricom,8329,Montenegro,England,,2,1,3,0.38,2.63,1,5,6,3,1,2,17,30;38;59;71;80,3,6,1,0,3,0,0,1,0,3,10,13,3,7,7,6,9,14,33,67,1.08,1.75
UEFA Euro Qualifiers,1553543100,Mar 25 2019 - 7:45pm,complete,Stadiumi Fadil Vokrri,12580,Kosovo,Bulgaria,,2,0,1,1.22,0.67,1,1,2,1,0,1,61,39,7,3,3,0,5,0,1,2,3,2,13,5,3,3,10,2,15,14,64,36,1.51,0.73
